label, feature 1, feature 2, feature 3, feature 4, feature 5, feature 6, feature 7, feature 8, feature 9, feature 10, feature 11, feature 12, feature 13, feature 14, feature 15, feature 16, feature 17, feature 18, feature 19, feature 20, feature 21, feature 22, feature 23, feature 24, feature 25, feature 26, feature 27, feature 28, feature 29, feature 30, feature 31, feature 32, feature 33, feature 34, feature 35, feature 36, feature 37, feature 38, feature 39
1, 3, 387, 1, 60, 52, 129, 275, 126, 60, 60, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 193, 0, 30, 0, 0, 0, 0, 15, 5
1, 3, 387, 2, 112, 52, 129, 275, 126, 52, 56, 60, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 15, 10
1, 3, 387, 1, 60, 52, 129, 275, 126, 60, 60, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 193, 0, 30, 0, 0, 0, 0, 15, 5
1, 3, 387, 2, 112, 52, 129, 275, 126, 52, 56, 60, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 15, 10
1, 3, 387, 1, 60, 52, 129, 275, 126, 60, 60, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 193, 0, 30, 0, 0, 0, 0, 15, 5
1, 3, 387, 2, 112, 52, 129, 275, 126, 52, 56, 60, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 15, 10
1, 3, 387, 1, 60, 52, 129, 275, 126, 60, 60, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 193, 0, 30, 0, 0, 0, 0, 15, 5
1, 3, 387, 2, 112, 52, 129, 275, 126, 52, 56, 60, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 15, 10
1, 3, 387, 1, 60, 52, 129, 275, 126, 60, 60, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 193, 0, 30, 0, 0, 0, 0, 15, 5
1, 3, 387, 2, 112, 52, 129, 275, 126, 52, 56, 60, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 15, 10
1, 3, 387, 1, 60, 52, 129, 275, 126, 60, 60, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 193, 0, 30, 0, 0, 0, 0, 15, 5
1, 3, 387, 2, 112, 52, 129, 275, 126, 52, 56, 60, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 15, 10
1, 3, 387, 1, 60, 52, 129, 275, 126, 60, 60, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 193, 0, 30, 0, 0, 0, 0, 15, 5
1, 3, 387, 2, 112, 52, 129, 275, 126, 52, 56, 60, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 15, 10
1, 3, 387, 1, 60, 52, 129, 275, 126, 60, 60, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 193, 0, 30, 0, 0, 0, 0, 15, 5
1, 3, 387, 2, 112, 52, 129, 275, 126, 52, 56, 60, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 15, 10
1, 3, 387, 1, 60, 52, 129, 275, 126, 60, 60, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 193, 0, 30, 0, 0, 0, 0, 15, 5
1, 3, 387, 2, 112, 52, 129, 275, 126, 52, 56, 60, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 15, 10
1, 3, 387, 1, 60, 52, 129, 275, 126, 60, 60, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 193, 0, 30, 0, 0, 0, 0, 15, 5
1, 3, 387, 2, 112, 52, 129, 275, 126, 52, 56, 60, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 15, 10
1, 3, 387, 1, 60, 52, 129, 275, 126, 60, 60, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 193, 0, 30, 0, 0, 0, 0, 15, 5
1, 3, 387, 2, 112, 52, 129, 275, 126, 52, 56, 60, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 15, 10
1, 3, 387, 1, 60, 52, 129, 275, 126, 60, 60, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 193, 0, 30, 0, 0, 0, 0, 15, 5
1, 3, 387, 2, 112, 52, 129, 275, 126, 52, 56, 60, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 15, 10
1, 3, 387, 1, 60, 52, 129, 275, 126, 60, 60, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 193, 0, 30, 0, 0, 0, 0, 15, 5
1, 3, 387, 2, 112, 52, 129, 275, 126, 52, 56, 60, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 15, 10
1, 3, 387, 1, 60, 52, 129, 275, 126, 60, 60, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 193, 0, 30, 0, 0, 0, 0, 15, 5
1, 3, 387, 2, 112, 52, 129, 275, 126, 52, 56, 60, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 15, 10
1, 3, 387, 1, 60, 52, 129, 275, 126, 60, 60, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 193, 0, 30, 0, 0, 0, 0, 15, 5
1, 3, 387, 2, 112, 52, 129, 275, 126, 52, 56, 60, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 15, 10
1, 3, 387, 1, 60, 52, 129, 275, 126, 60, 60, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 193, 0, 30, 0, 0, 0, 0, 15, 5
1, 3, 387, 2, 112, 52, 129, 275, 126, 52, 56, 60, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 15, 10
1, 3, 387, 1, 60, 52, 129, 275, 126, 60, 60, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 193, 0, 30, 0, 0, 0, 0, 15, 5
1, 3, 387, 2, 112, 52, 129, 275, 126, 52, 56, 60, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 15, 10
1, 3, 387, 1, 60, 52, 129, 275, 126, 60, 60, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 193, 0, 30, 0, 0, 0, 0, 15, 5
1, 3, 387, 2, 112, 52, 129, 275, 126, 52, 56, 60, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 15, 10
1, 3, 387, 1, 60, 52, 129, 275, 126, 60, 60, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 193, 0, 30, 0, 0, 0, 0, 15, 5
1, 3, 387, 2, 112, 52, 129, 275, 126, 52, 56, 60, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 15, 10
1, 3, 387, 1, 60, 52, 129, 275, 126, 60, 60, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 193, 0, 30, 0, 0, 0, 0, 15, 5
1, 3, 387, 2, 112, 52, 129, 275, 126, 52, 56, 60, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 15, 10
1, 3, 387, 1, 60, 52, 129, 275, 126, 60, 60, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 193, 0, 30, 0, 0, 0, 0, 15, 5
1, 3, 387, 2, 112, 52, 129, 275, 126, 52, 56, 60, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 15, 10
1, 3, 387, 1, 60, 52, 129, 275, 126, 60, 60, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 193, 0, 30, 0, 0, 0, 0, 15, 5
1, 3, 387, 2, 112, 52, 129, 275, 126, 52, 56, 60, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 15, 10
1, 3, 387, 1, 60, 52, 129, 275, 126, 60, 60, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 193, 0, 30, 0, 0, 0, 0, 15, 5
1, 3, 387, 2, 112, 52, 129, 275, 126, 52, 56, 60, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 15, 10
1, 3, 387, 1, 60, 52, 129, 275, 126, 60, 60, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 193, 0, 30, 0, 0, 0, 0, 15, 5
1, 3, 387, 2, 112, 52, 129, 275, 126, 52, 56, 60, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 15, 10
1, 3, 387, 1, 60, 52, 129, 275, 126, 60, 60, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 193, 0, 30, 0, 0, 0, 0, 15, 5
1, 3, 387, 2, 112, 52, 129, 275, 126, 52, 56, 60, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 15, 10
1, 3, 387, 1, 60, 52, 129, 275, 126, 60, 60, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 193, 0, 30, 0, 0, 0, 0, 15, 5
1, 3, 387, 2, 112, 52, 129, 275, 126, 52, 56, 60, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 15, 10
1, 3, 387, 1, 60, 52, 129, 275, 126, 60, 60, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 193, 0, 30, 0, 0, 0, 0, 15, 5
1, 3, 387, 2, 112, 52, 129, 275, 126, 52, 56, 60, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 15, 10
1, 3, 387, 1, 60, 52, 129, 275, 126, 60, 60, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 193, 0, 30, 0, 0, 0, 0, 15, 5
1, 3, 387, 2, 112, 52, 129, 275, 126, 52, 56, 60, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 15, 10
1, 3, 387, 1, 60, 52, 129, 275, 126, 60, 60, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 193, 0, 30, 0, 0, 0, 0, 15, 5
1, 3, 387, 2, 112, 52, 129, 275, 126, 52, 56, 60, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 15, 10
1, 3, 387, 1, 60, 52, 129, 275, 126, 60, 60, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 193, 0, 30, 0, 0, 0, 0, 15, 5
1, 3, 387, 2, 112, 52, 129, 275, 126, 52, 56, 60, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 15, 10
1, 3, 387, 1, 60, 52, 129, 275, 126, 60, 60, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 193, 0, 30, 0, 0, 0, 0, 15, 5
1, 3, 387, 2, 112, 52, 129, 275, 126, 52, 56, 60, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 15, 10
1, 3, 387, 1, 60, 52, 129, 275, 126, 60, 60, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 193, 0, 30, 0, 0, 0, 0, 15, 5
1, 3, 387, 2, 112, 52, 129, 275, 126, 52, 56, 60, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 15, 10
1, 3, 387, 1, 60, 52, 129, 275, 126, 60, 60, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 193, 0, 30, 0, 0, 0, 0, 15, 5
1, 3, 387, 2, 112, 52, 129, 275, 126, 52, 56, 60, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 15, 10
1, 3, 387, 1, 60, 52, 129, 275, 126, 60, 60, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 193, 0, 30, 0, 0, 0, 0, 15, 5
1, 3, 387, 2, 112, 52, 129, 275, 126, 52, 56, 60, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 15, 10
1, 3, 387, 1, 60, 52, 129, 275, 126, 60, 60, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 193, 0, 30, 0, 0, 0, 0, 15, 5
1, 3, 387, 2, 112, 52, 129, 275, 126, 52, 56, 60, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 15, 10
1, 3, 387, 1, 60, 52, 129, 275, 126, 60, 60, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 193, 0, 30, 0, 0, 0, 0, 15, 5
1, 3, 387, 2, 112, 52, 129, 275, 126, 52, 56, 60, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 15, 10
1, 3, 387, 1, 60, 52, 129, 275, 126, 60, 60, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 193, 0, 30, 0, 0, 0, 0, 15, 5
1, 3, 387, 2, 112, 52, 129, 275, 126, 52, 56, 60, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 15, 10
1, 3, 387, 1, 60, 52, 129, 275, 126, 60, 60, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 193, 0, 30, 0, 0, 0, 0, 15, 5
1, 3, 387, 2, 112, 52, 129, 275, 126, 52, 56, 60, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 15, 10
1, 3, 387, 1, 60, 52, 129, 275, 126, 60, 60, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 193, 0, 30, 0, 0, 0, 0, 15, 5
1, 3, 387, 2, 112, 52, 129, 275, 126, 52, 56, 60, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 15, 10
1, 3, 387, 1, 60, 52, 129, 275, 126, 60, 60, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 193, 0, 30, 0, 0, 0, 0, 15, 5
1, 3, 387, 2, 112, 52, 129, 275, 126, 52, 56, 60, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 15, 10
1, 3, 387, 1, 60, 52, 129, 275, 126, 60, 60, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 193, 0, 30, 0, 0, 0, 0, 15, 5
1, 3, 387, 2, 112, 52, 129, 275, 126, 52, 56, 60, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 15, 10
1, 3, 387, 1, 60, 52, 129, 275, 126, 60, 60, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 193, 0, 30, 0, 0, 0, 0, 15, 5
1, 3, 387, 2, 112, 52, 129, 275, 126, 52, 56, 60, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 15, 10
1, 3, 387, 1, 60, 52, 129, 275, 126, 60, 60, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 193, 0, 30, 0, 0, 0, 0, 15, 5
1, 3, 387, 2, 112, 52, 129, 275, 126, 52, 56, 60, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 15, 10
1, 3, 387, 1, 60, 52, 129, 275, 126, 60, 60, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 193, 0, 30, 0, 0, 0, 0, 15, 5
1, 3, 387, 2, 112, 52, 129, 275, 126, 52, 56, 60, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 15, 10
1, 3, 387, 1, 60, 52, 129, 275, 126, 60, 60, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 193, 0, 30, 0, 0, 0, 0, 15, 5
1, 3, 387, 2, 112, 52, 129, 275, 126, 52, 56, 60, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 15, 10
1, 3, 387, 1, 60, 52, 129, 275, 126, 60, 60, 60, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 193, 0, 30, 0, 0, 0, 0, 15, 5
1, 3, 387, 2, 112, 52, 129, 275, 126, 52, 56, 60, 5, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 15, 10
1, 3, 387, 1, 60, 52, 129, 275, 126, 60, 60, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 193, 0, 30, 0, 0, 0, 0, 15, 5
1, 3, 387, 2, 112, 52, 129, 275, 126, 52, 56, 60, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 15, 10
1, 3, 387, 1, 60, 52, 129, 275, 126, 60, 60, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 193, 0, 30, 0, 0, 0, 0, 15, 5
1, 3, 387, 2, 112, 52, 129, 275, 126, 52, 56, 60, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 15, 10
1, 3, 387, 1, 60, 52, 129, 275, 126, 60, 60, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 193, 0, 30, 0, 0, 0, 0, 15, 5
1, 3, 387, 2, 112, 52, 129, 275, 126, 52, 56, 60, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 15, 10
1, 3, 387, 1, 60, 52, 129, 275, 126, 60, 60, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 193, 0, 30, 0, 0, 0, 0, 15, 5
1, 3, 387, 2, 112, 52, 129, 275, 126, 52, 56, 60, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 15, 10
1, 3, 387, 1, 60, 52, 129, 275, 126, 60, 60, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 193, 0, 30, 0, 0, 0, 0, 15, 5
1, 3, 387, 2, 112, 52, 129, 275, 126, 52, 56, 60, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 15, 10
1, 3, 387, 1, 60, 52, 129, 275, 126, 60, 60, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 193, 0, 30, 0, 0, 0, 0, 15, 5
1, 3, 387, 2, 112, 52, 129, 275, 126, 52, 56, 60, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 15, 10
1, 3, 387, 1, 60, 52, 129, 275, 126, 60, 60, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 193, 0, 30, 0, 0, 0, 0, 15, 5
1, 3, 387, 2, 112, 52, 129, 275, 126, 52, 56, 60, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 15, 10
1, 3, 387, 1, 60, 52, 129, 275, 126, 60, 60, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 193, 0, 30, 0, 0, 0, 0, 15, 5
1, 3, 387, 2, 112, 52, 129, 275, 126, 52, 56, 60, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 15, 10
1, 3, 387, 1, 60, 52, 129, 275, 126, 60, 60, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 193, 0, 30, 0, 0, 0, 0, 15, 5
1, 3, 387, 2, 112, 52, 129, 275, 126, 52, 56, 60, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 15, 10
1, 3, 387, 1, 60, 52, 129, 275, 126, 60, 60, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 193, 0, 30, 0, 0, 0, 0, 15, 5
1, 3, 387, 2, 112, 52, 129, 275, 126, 52, 56, 60, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 15, 10
1, 3, 387, 1, 60, 52, 129, 275, 126, 60, 60, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 193, 0, 30, 0, 0, 0, 0, 15, 5
1, 3, 387, 2, 112, 52, 129, 275, 126, 52, 56, 60, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 15, 10
1, 3, 387, 1, 60, 52, 129, 275, 126, 60, 60, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 193, 0, 30, 0, 0, 0, 0, 15, 5
